valid_time,latitude,longitude,max_temperature,mean_temperature,
30-08-2012,18.8,72.8,300.3308,299.66672,26.51672
30-08-2012,19.05,72.8,300.91943,299.9413,26.7913
31-08-2012,18.8,72.8,300.62918,300.011,26.861
31-08-2012,19.05,72.8,300.8886,300.06793,26.91793
01-09-2012,18.8,72.8,300.47784,299.8154,26.6654
01-09-2012,19.05,72.8,300.7047,299.99432,26.84432
02-09-2012,18.8,72.8,300.31168,299.82996,26.67996
02-09-2012,19.05,72.8,300.75995,299.9997,26.8497
03-09-2012,18.8,72.8,300.04123,299.6197,26.4697
03-09-2012,19.05,72.8,300.37683,299.79428,26.64428
04-09-2012,18.8,72.8,299.71497,299.36496,26.21496
04-09-2012,19.05,72.8,300.15472,299.50934,26.35934
05-09-2012,18.8,72.8,299.8795,299.55472,26.40472
05-09-2012,19.05,72.8,300.04724,299.64517,26.49517
06-09-2012,18.8,72.8,300.02148,299.4008,26.2508
06-09-2012,19.05,72.8,300.11176,299.4892,26.3392
07-09-2012,18.8,72.8,300.43887,299.51855,26.36855
07-09-2012,19.05,72.8,300.63004,299.6497,26.4997
08-09-2012,18.8,72.8,300.08673,299.63742,26.48742
08-09-2012,19.05,72.8,300.21573,299.80298,26.65298
09-09-2012,18.8,72.8,299.90143,299.40952,26.25952
09-09-2012,19.05,72.8,300.22437,299.56784,26.41784
10-09-2012,18.8,72.8,300.20496,299.52054,26.37054
10-09-2012,19.05,72.8,300.22266,299.71652,26.56652
11-09-2012,18.8,72.8,300.41382,299.58875,26.43875
11-09-2012,19.05,72.8,300.65744,299.70477,26.55477
12-09-2012,18.8,72.8,299.98462,299.5969,26.4469
12-09-2012,19.05,72.8,300.3945,299.73514,26.58514
13-09-2012,18.8,72.8,299.96756,299.21353,26.06353
13-09-2012,19.05,72.8,300.23926,299.3672,26.2172
14-09-2012,18.8,72.8,299.42606,298.9815,25.8315
14-09-2012,19.05,72.8,299.70648,299.15494,26.00494
15-09-2012,18.8,72.8,300.27835,299.52063,26.37063
15-09-2012,19.05,72.8,300.58014,299.6541,26.5041
16-09-2012,18.8,72.8,300.3146,299.71902,26.56902
16-09-2012,19.05,72.8,300.64688,299.87637,26.72637
17-09-2012,18.8,72.8,300.67194,299.56332,26.41332
17-09-2012,19.05,72.8,300.97443,299.72617,26.57617
18-09-2012,18.8,72.8,300.18597,299.53528,26.38528
18-09-2012,19.05,72.8,300.39996,299.62607,26.47607
19-09-2012,18.8,72.8,300.40472,299.0838,25.9338
19-09-2012,19.05,72.8,300.66074,299.21628,26.06628
20-09-2012,18.8,72.8,300.6857,299.68268,26.53268
20-09-2012,19.05,72.8,300.8214,299.79263,26.64263
21-09-2012,18.8,72.8,300.6873,300.14047,26.99047
21-09-2012,19.05,72.8,301.05713,300.41397,27.26397
22-09-2012,18.8,72.8,300.4639,299.84094,26.69094
22-09-2012,19.05,72.8,300.75946,300.1223,26.9723
23-09-2012,18.8,72.8,300.55383,299.5292,26.3792
23-09-2012,19.05,72.8,300.84354,299.67944,26.52944
24-09-2012,18.8,72.8,300.48764,299.4752,26.3252
24-09-2012,19.05,72.8,300.87286,299.64944,26.49944
25-09-2012,18.8,72.8,300.1873,299.68265,26.53265
25-09-2012,19.05,72.8,300.4888,299.81403,26.66403
26-09-2012,18.8,72.8,300.9203,299.78317,26.63317
26-09-2012,19.05,72.8,301.2877,299.99435,26.84435
27-09-2012,18.8,72.8,301.57208,300.45663,27.30663
27-09-2012,19.05,72.8,302.03467,300.7257,27.5757
28-09-2012,18.8,72.8,301.82776,300.86026,27.71026
28-09-2012,19.05,72.8,302.30585,301.053,27.903
29-09-2012,18.8,72.8,302.36957,301.20163,28.05163
29-09-2012,19.05,72.8,303.13406,301.44888,28.29888
30-09-2012,18.8,72.8,302.9944,301.67154,28.52154
30-09-2012,19.05,72.8,303.84113,301.9498,28.7998
01-10-2012,18.8,72.8,302.15543,301.40128,28.25128
01-10-2012,19.05,72.8,302.78638,301.5626,28.4126
02-10-2012,18.8,72.8,301.18826,300.34256,27.19256
02-10-2012,19.05,72.8,301.78656,300.551,27.401
03-10-2012,18.8,72.8,301.05206,299.9315,26.7815
03-10-2012,19.05,72.8,301.1962,299.97385,26.82385
04-10-2012,18.8,72.8,300.48602,299.83347,26.68347
04-10-2012,19.05,72.8,300.92578,300.0096,26.8596
05-10-2012,18.8,72.8,300.6726,299.42056,26.27056
05-10-2012,19.05,72.8,301.3114,299.62906,26.47906
06-10-2012,18.8,72.8,300.68677,299.35464,26.20464
06-10-2012,19.05,72.8,301.34418,299.67685,26.52685
07-10-2012,18.8,72.8,299.99854,299.15652,26.00652
07-10-2012,19.05,72.8,300.51474,299.37057,26.22057
08-10-2012,18.8,72.8,301.4427,300.3027,27.1527
08-10-2012,19.05,72.8,302.13495,300.5906,27.4406
09-10-2012,18.8,72.8,302.2845,300.94632,27.79632
09-10-2012,19.05,72.8,303.01105,301.2537,28.1037
10-10-2012,18.8,72.8,302.33936,301.01755,27.86755
10-10-2012,19.05,72.8,303.0156,301.18768,28.03768
11-10-2012,18.8,72.8,302.9826,301.76672,28.61672
11-10-2012,19.05,72.8,303.6523,301.93945,28.78945
12-10-2012,18.8,72.8,303.15732,301.45157,28.30157
12-10-2012,19.05,72.8,303.8063,301.54013,28.39013
13-10-2012,18.8,72.8,303.0741,301.4191,28.2691
13-10-2012,19.05,72.8,303.58374,301.46713,28.31713
14-10-2012,18.8,72.8,303.4353,301.6108,28.4608
14-10-2012,19.05,72.8,304.07983,301.7095,28.5595
15-10-2012,18.8,72.8,303.73407,301.85788,28.70788
15-10-2012,19.05,72.8,304.40857,301.96207,28.81207
16-10-2012,18.8,72.8,303.71323,301.8348,28.6848
16-10-2012,19.05,72.8,304.33527,301.89932,28.74932
17-10-2012,18.8,72.8,303.76556,301.84433,28.69433
17-10-2012,19.05,72.8,304.3674,301.97485,28.82485
18-10-2012,18.8,72.8,303.5871,301.79065,28.64065
18-10-2012,19.05,72.8,304.24213,301.87512,28.72512
19-10-2012,18.8,72.8,303.8637,301.84824,28.69824
19-10-2012,19.05,72.8,304.30383,301.91138,28.76138
20-10-2012,18.8,72.8,303.73016,301.553,28.403
20-10-2012,19.05,72.8,304.32486,301.45093,28.30093
21-10-2012,18.8,72.8,303.69153,301.8072,28.6572
21-10-2012,19.05,72.8,303.8659,301.73453,28.58453
22-10-2012,18.8,72.8,302.86523,301.81836,28.66836
22-10-2012,19.05,72.8,303.19687,301.70267,28.55267
23-10-2012,18.8,72.8,302.92307,301.65927,28.50927
23-10-2012,19.05,72.8,303.4842,301.7483,28.5983
24-10-2012,18.8,72.8,303.23938,301.5624,28.4124
24-10-2012,19.05,72.8,303.77197,301.63138,28.48138
25-10-2012,18.8,72.8,302.81006,301.5269,28.3769
25-10-2012,19.05,72.8,303.40613,301.58786,28.43786
26-10-2012,18.8,72.8,302.60938,301.2599,28.1099
26-10-2012,19.05,72.8,303.14484,301.29797,28.14797
27-10-2012,18.8,72.8,303.06372,301.2879,28.1379
27-10-2012,19.05,72.8,303.59296,301.28574,28.13574
28-10-2012,18.8,72.8,303.85468,301.76996,28.61996
28-10-2012,19.05,72.8,304.2823,301.68246,28.53246
29-10-2012,18.8,72.8,303.72693,301.63626,28.48626
29-10-2012,19.05,72.8,304.26187,301.59064,28.44064
30-10-2012,18.8,72.8,303.51068,301.23422,28.08422
30-10-2012,19.05,72.8,304.11597,301.0151,27.8651
31-10-2012,18.8,72.8,302.8982,300.5005,27.3505
31-10-2012,19.05,72.8,303.23663,300.17487,27.02487
01-11-2012,18.8,72.8,302.1084,300.48947,27.33947
01-11-2012,19.05,72.8,302.41922,300.22495,27.07495
02-11-2012,18.8,72.8,302.58765,300.96155,27.81155
02-11-2012,19.05,72.8,303.1537,300.88354,27.73354
03-11-2012,18.8,72.8,301.7293,300.82834,27.67834
03-11-2012,19.05,72.8,301.98706,300.7125,27.5625
04-11-2012,18.8,72.8,301.09674,300.21103,27.06103
04-11-2012,19.05,72.8,301.51883,300.22043,27.07043
05-11-2012,18.8,72.8,301.45523,300.32208,27.17208
05-11-2012,19.05,72.8,301.93103,300.3219,27.1719
06-11-2012,18.8,72.8,301.6704,300.2649,27.1149
06-11-2012,19.05,72.8,302.22644,300.27896,27.12896
07-11-2012,18.8,72.8,302.15207,300.42105,27.27105
07-11-2012,19.05,72.8,302.84622,300.2358,27.0858
08-11-2012,18.8,72.8,301.23846,299.8675,26.7175
08-11-2012,19.05,72.8,301.59396,299.64322,26.49322
09-11-2012,18.8,72.8,301.0307,299.52316,26.37316
09-11-2012,19.05,72.8,301.51074,299.3524,26.2024
10-11-2012,18.8,72.8,301.40723,299.72137,26.57137
10-11-2012,19.05,72.8,301.91135,299.59103,26.44103
11-11-2012,18.8,72.8,301.28552,299.75366,26.60366
11-11-2012,19.05,72.8,301.7843,299.68167,26.53167
12-11-2012,18.8,72.8,300.8883,299.8636,26.7136
12-11-2012,19.05,72.8,301.2458,299.81158,26.66158
13-11-2012,18.8,72.8,301.0891,299.9735,26.8235
13-11-2012,19.05,72.8,301.5796,299.88153,26.73153
14-11-2012,18.8,72.8,302.35403,300.43417,27.28417
14-11-2012,19.05,72.8,302.96625,300.36685,27.21685
15-11-2012,18.8,72.8,302.72552,300.6779,27.5279
15-11-2012,19.05,72.8,303.08243,300.48373,27.33373
16-11-2012,18.8,72.8,302.34967,300.3441,27.1941
16-11-2012,19.05,72.8,302.6499,299.96262,26.81262
17-11-2012,18.8,72.8,301.58188,299.65182,26.50182
17-11-2012,19.05,72.8,301.9698,299.21237,26.06237
18-11-2012,18.8,72.8,301.49292,299.20264,26.05264
18-11-2012,19.05,72.8,301.87988,298.80594,25.65594
19-11-2012,18.8,72.8,301.71637,299.07596,25.92596
19-11-2012,19.05,72.8,302.0752,298.66232,25.51232
20-11-2012,18.8,72.8,302.4087,299.3903,26.2403
20-11-2012,19.05,72.8,302.64896,298.8944,25.7444
21-11-2012,18.8,72.8,302.21625,299.45227,26.30227
21-11-2012,19.05,72.8,302.41003,298.96573,25.81573
22-11-2012,18.8,72.8,302.04504,299.4868,26.3368
22-11-2012,19.05,72.8,302.2917,299.0637,25.9137
23-11-2012,18.8,72.8,301.79312,299.7632,26.6132
23-11-2012,19.05,72.8,302.24515,299.31165,26.16165
24-11-2012,18.8,72.8,301.67694,299.4863,26.3363
24-11-2012,19.05,72.8,302.11304,299.09097,25.94097
25-11-2012,18.8,72.8,301.71707,299.61777,26.46777
25-11-2012,19.05,72.8,302.06787,299.20712,26.05712
26-11-2012,18.8,72.8,301.3931,299.69803,26.54803
26-11-2012,19.05,72.8,301.8265,299.29807,26.14807
27-11-2012,18.8,72.8,301.3626,299.53064,26.38064
27-11-2012,19.05,72.8,301.8711,299.2525,26.1025
28-11-2012,18.8,72.8,301.11966,299.30893,26.15893
28-11-2012,19.05,72.8,301.6537,298.97302,25.82302
29-11-2012,18.8,72.8,301.10626,298.80444,25.65444
29-11-2012,19.05,72.8,301.6078,298.38507,25.23507
30-11-2012,18.8,72.8,301.53455,298.68802,25.53802
30-11-2012,19.05,72.8,301.85678,298.3401,25.1901
01-12-2012,18.8,72.8,300.82855,298.45276,25.30276
01-12-2012,19.05,72.8,301.3611,298.19003,25.04003
02-12-2012,18.8,72.8,300.23853,298.33475,25.18475
02-12-2012,19.05,72.8,300.7484,298.136,24.986
03-12-2012,18.8,72.8,301.30194,299.16217,26.01217
03-12-2012,19.05,72.8,301.9579,298.99902,25.84902
04-12-2012,18.8,72.8,301.72687,299.44812,26.29812
04-12-2012,19.05,72.8,302.28455,299.24005,26.09005
05-12-2012,18.8,72.8,302.04126,300.10837,26.95837
05-12-2012,19.05,72.8,302.60373,299.85867,26.70867
06-12-2012,18.8,72.8,302.10568,300.56778,27.41778
06-12-2012,19.05,72.8,302.33325,300.3278,27.1778
07-12-2012,18.8,72.8,301.5552,300.18097,27.03097
07-12-2012,19.05,72.8,302.06592,300.1711,27.0211
08-12-2012,18.8,72.8,301.60962,299.9115,26.7615
08-12-2012,19.05,72.8,302.11304,299.99716,26.84716
09-12-2012,18.8,72.8,301.1413,299.67178,26.52178
09-12-2012,19.05,72.8,301.89575,299.70816,26.55816
10-12-2012,18.8,72.8,299.81308,298.54257,25.39257
10-12-2012,19.05,72.8,300.20596,298.40164,25.25164
11-12-2012,18.8,72.8,299.29285,297.7728,24.6228
11-12-2012,19.05,72.8,299.71304,297.77182,24.62182
12-12-2012,18.8,72.8,299.89435,297.75937,24.60937
12-12-2012,19.05,72.8,300.42633,297.8076,24.6576
13-12-2012,18.8,72.8,299.2072,297.69504,24.54504
13-12-2012,19.05,72.8,299.71533,297.56754,24.41754
14-12-2012,18.8,72.8,298.4923,296.86093,23.71093
14-12-2012,19.05,72.8,299.06067,296.6903,23.5403
15-12-2012,18.8,72.8,299.9461,297.62747,24.47747
15-12-2012,19.05,72.8,300.63812,297.60373,24.45373
16-12-2012,18.8,72.8,301.11035,298.6156,25.4656
16-12-2012,19.05,72.8,301.84924,298.4841,25.3341
17-12-2012,18.8,72.8,301.35434,299.24738,26.09738
17-12-2012,19.05,72.8,301.82373,299.04575,25.89575
18-12-2012,18.8,72.8,301.61816,299.26074,26.11074
18-12-2012,19.05,72.8,302.1866,299.1425,25.9925
19-12-2012,18.8,72.8,301.00934,298.61472,25.46472
19-12-2012,19.05,72.8,301.29984,298.4164,25.2664
20-12-2012,18.8,72.8,301.60043,298.7446,25.5946
20-12-2012,19.05,72.8,301.76306,298.41943,25.26943
21-12-2012,18.8,72.8,301.68478,298.70416,25.55416
21-12-2012,19.05,72.8,302.20917,298.38718,25.23718
22-12-2012,18.8,72.8,301.10406,298.9002,25.7502
22-12-2012,19.05,72.8,301.8136,298.66013,25.51013
23-12-2012,18.8,72.8,300.9466,298.66528,25.51528
23-12-2012,19.05,72.8,301.5539,298.5184,25.3684
24-12-2012,18.8,72.8,300.22235,298.3191,25.1691
24-12-2012,19.05,72.8,300.73956,298.24496,25.09496
25-12-2012,18.8,72.8,301.5964,298.95816,25.80816
25-12-2012,19.05,72.8,301.75156,298.76727,25.61727
26-12-2012,18.8,72.8,300.99002,298.6592,25.5092
26-12-2012,19.05,72.8,301.11435,298.23782,25.08782
27-12-2012,18.8,72.8,300.54083,297.79324,24.64324
27-12-2012,19.05,72.8,301.22168,297.4437,24.2937
28-12-2012,18.8,72.8,299.46985,297.37677,24.22677
28-12-2012,19.05,72.8,300.0381,297.19867,24.04867
29-12-2012,18.8,72.8,299.09662,297.33786,24.18786
29-12-2012,19.05,72.8,299.56366,297.0441,23.8941
30-12-2012,18.8,72.8,298.8669,297.4479,24.2979
30-12-2012,19.05,72.8,299.362,297.15408,24.00408
31-12-2012,18.8,72.8,299.0494,297.92477,24.77477
31-12-2012,19.05,72.8,299.5325,297.6522,24.5022
