valid_time,latitude,longitude,max_temperature,mean_temperature,#VALUE!,
05-12-20,18.8,72.8,302.3597,299.84396,26.69396,29.2097
05-12-20,19.05,72.8,303.09494,299.77383,26.62383,29.94494
06-12-20,18.8,72.8,302.61603,299.84067,26.69067,29.46603
06-12-20,19.05,72.8,302.9235,299.6237,26.4737,29.7735
07-12-20,18.8,72.8,302.60907,299.8577,26.7077,29.45907
07-12-20,19.05,72.8,302.9025,299.5956,26.4456,29.7525
08-12-20,18.8,72.8,301.94577,299.54733,26.39733,28.79577
08-12-20,19.05,72.8,302.7036,299.35855,26.20855,29.5536
09-12-20,18.8,72.8,302.08728,300.0698,26.9198,28.93728
09-12-20,19.05,72.8,302.39877,299.86578,26.71578,29.24877
10-12-20,18.8,72.8,301.41486,300.12344,26.97344,28.26486
10-12-20,19.05,72.8,301.94098,300.13623,26.98623,28.79098
11-12-20,18.8,72.8,299.73297,299.20032,26.05032,26.58297
11-12-20,19.05,72.8,300.0656,299.07617,25.92617,26.9156
12-12-20,18.8,72.8,300.20483,298.8697,25.7197,27.05483
12-12-20,19.05,72.8,300.42053,298.70667,25.55667,27.27053
13-12-20,18.8,72.8,299.4377,298.5648,25.4148,26.2877
13-12-20,19.05,72.8,299.41058,298.34543,25.19543,26.26058
14-12-20,18.8,72.8,299.63446,298.2825,25.1325,26.48446
14-12-20,19.05,72.8,299.78043,298.10254,24.95254,26.63043
15-12-20,18.8,72.8,300.3575,298.4471,25.2971,27.2075
15-12-20,19.05,72.8,300.74316,298.35196,25.20196,27.59316
16-12-20,18.8,72.8,300.32764,298.56738,25.41738,27.17764
16-12-20,19.05,72.8,300.80606,298.41705,25.26705,27.65606
17-12-20,18.8,72.8,301.08145,298.96942,25.81942,27.93145
17-12-20,19.05,72.8,301.4166,298.83347,25.68347,28.2666
18-12-20,18.8,72.8,301.15555,298.99734,25.84734,28.00555
18-12-20,19.05,72.8,301.47244,298.84854,25.69854,28.32244
19-12-20,18.8,72.8,301.90802,299.29013,26.14013,28.75802
19-12-20,19.05,72.8,302.11472,299.1509,26.0009,28.96472
20-12-20,18.8,72.8,301.77734,298.97607,25.82607,28.62734
20-12-20,19.05,72.8,302.13852,298.79526,25.64526,28.98852
21-12-20,18.8,72.8,301.84808,298.5897,25.4397,28.69808
21-12-20,19.05,72.8,302.32623,298.42667,25.27667,29.17623
22-12-20,18.8,72.8,301.37067,298.2465,25.0965,28.22067
22-12-20,19.05,72.8,301.87732,298.05423,24.90423,28.72732
23-12-20,18.8,72.8,300.3674,297.93784,24.78784,27.2174
23-12-20,19.05,72.8,300.8287,297.7955,24.6455,27.6787
24-12-20,18.8,72.8,300.48465,298.04553,24.89553,27.33465
24-12-20,19.05,72.8,300.95636,297.85495,24.70495,27.80636
25-12-20,18.8,72.8,301.12482,298.72855,25.57855,27.97482
25-12-20,19.05,72.8,301.66055,298.6004,25.4504,28.51055
26-12-20,18.8,72.8,300.94867,299.02084,25.87084,27.79867
26-12-20,19.05,72.8,301.4005,298.90417,25.75417,28.2505
27-12-20,18.8,72.8,300.5905,298.95096,25.80096,27.4405
27-12-20,19.05,72.8,301.03412,298.83585,25.68585,27.88412
28-12-20,18.8,72.8,299.23663,297.36942,24.21942,26.08663
28-12-20,19.05,72.8,299.62738,297.15756,24.00756,26.47738
29-12-20,18.8,72.8,298.63593,296.69043,23.54043,25.48593
29-12-20,19.05,72.8,299.1869,296.4491,23.2991,26.0369
30-12-20,18.8,72.8,299.17847,297.07205,23.92205,26.02847
30-12-20,19.05,72.8,299.79175,296.84286,23.69286,26.64175
31-12-20,18.8,72.8,301.40393,298.3978,25.2478,28.25393
31-12-20,19.05,72.8,301.74673,298.11102,24.96102,28.59673
,,,,,,-273.15
