YEAR,HR,DT,MN,DPT,WBT,DBT,RH
2010,0,1,1,14.8,17.4,21.2,67
2010,0,2,1,17.8,19.4,22,77
2010,0,3,1,20,21.4,24,78
2010,0,4,1,16.1,18.6,22.4,68
2010,0,5,1,17.8,18.4,19.4,90
2010,0,6,1,16.7,18.4,21,77
2010,0,7,1,14,18,23.8,54
2010,0,8,1,15.7,18.6,23,64
2010,0,9,1,15.4,16.6,18.4,82
2010,0,10,1,15.4,16.6,18.4,82
2010,0,11,1,17.2,18.6,20.8,80
2010,0,12,1,22,23,25,84
2010,0,13,1,17,19,22.2,72
2010,0,14,1,10.2,13,16.2,67
2010,0,15,1,15.1,17.4,20.8,70
2010,0,16,1,17.4,20.2,24.8,64
2010,0,17,1,17.2,18,19.2,88
2010,0,18,1,14.3,15.6,17.4,82
2010,0,19,1,16.1,17.2,18.8,84
2010,0,20,1,14.3,16.6,19.8,71
2010,0,21,1,13.4,17,22,58
2010,0,22,1,14.6,16.6,19.4,74
2010,0,23,1,14.6,15.8,17.4,84
2010,0,24,1,18.4,19.6,21.6,82
2010,0,25,1,15,16,17.4,86
2010,0,26,1,10.1,15,20.8,50
2010,0,27,1,13,16,20,64
2010,0,28,1,13.8,16.2,19.4,70
2010,0,29,1,13.4,15.4,18,75
2010,0,30,1,14.1,16.4,19.6,70
2010,0,31,1,15.6,17,19,81
2010,12,1,1,13.4,17.4,23,55
2010,12,2,1,16.6,19.4,23.8,64
2010,12,3,1,20.2,21.8,24.8,76
2010,12,4,1,17.2,19.2,22.4,72
2010,12,5,1,17.6,18.6,20.2,85
2010,12,6,1,15.7,18.8,23.6,61
2010,12,7,1,13.8,18,24,53
2010,12,8,1,14,18,23.8,54
2010,12,9,1,13.7,17.4,22.6,57
2010,12,10,1,13.8,17.4,22.4,58
2010,12,11,1,17.2,19.2,22.4,72
2010,12,12,1,21.5,22.6,24.8,82
2010,12,13,1,14.1,17,21,65
2010,12,14,1,10.8,13.2,16,71
2010,12,15,1,12.5,17.4,24,49
2010,12,16,1,17.4,20.4,25.4,61
2010,12,17,1,16.9,18.4,20.8,78
2010,12,18,1,18.5,20,22.6,78
2010,12,19,1,16.7,17.6,19,86
2010,12,20,1,13.8,17.4,22.4,58
2010,12,21,1,12.5,17.4,24,49
2010,12,22,1,13.7,17,21.6,61
2010,12,23,1,14.1,16.6,20,69
2010,12,24,1,16.6,18,20.2,80
2010,12,25,1,13.9,16,18.8,73
2010,12,26,1,9.5,16,23.8,40
2010,12,27,1,11.5,17,24.2,45
2010,12,28,1,13.8,17,21.4,62
2010,12,29,1,14.2,16.2,19,94
2010,12,30,1,14,17.4,22,60
2010,12,31,1,15.9,17.6,20.2,76
2010,24,1,1,14.6,20.4,29.4,41
2010,24,2,1,15.4,21.4,31.2,39
2010,24,3,1,19.5,23,29.6,55
2010,24,4,1,17.1,21,27.6,53
2010,24,5,1,16.8,21,28,51
2010,24,6,1,16.4,21.2,29.2,46
2010,24,7,1,14.2,20.4,30,38
2010,24,8,1,11.9,19.4,30,33
2010,24,9,1,12.7,19.4,29,37
2010,24,10,1,13.8,19.8,28.8,40
2010,24,11,1,15.5,21.4,31,39
2010,24,12,1,19.4,22.8,29.2,55
2010,24,13,1,10.4,17.8,27.4,35
2010,24,14,1,9.3,17.2,27,33
2010,24,15,1,15.3,21,30.2,40
2010,24,16,1,18.7,23,31,48
2010,24,17,1,14.8,21.2,31.4,37
2010,24,18,1,14.5,20,28.4,43
2010,24,19,1,15.9,21,29.4,44
2010,24,20,1,12.9,19.4,29.4,36
2010,24,21,1,10.4,19.4,31.6,27
2010,24,22,1,10,18.8,30.4,28
2010,24,23,1,12.1,19.4,29.8,33
2010,24,24,1,14.9,20.4,29,42
2010,24,25,1,11.3,19,29.6,32
2010,24,26,1,12.1,19.8,30.8,32
2010,24,27,1,12.4,19.4,29.4,35
2010,24,28,1,10,18.8,30.4,28
2010,24,29,1,11.5,19.4,30.4,31
2010,24,30,1,11,19.4,31,29
2010,24,31,1,13,20.4,31.4,33
2010,36,1,1,17.7,23,32.6,41
2010,36,2,1,17.6,23.4,34.4,36
2010,36,3,1,21.3,24.6,31.4,55
2010,36,4,1,19,22.4,28.6,56
2010,36,5,1,19.8,23.4,30.4,53
2010,36,6,1,16.6,22.4,32.4,39
2010,36,7,1,11.5,20.4,33.2,27
2010,36,8,1,15.5,21.6,31.6,38
2010,36,9,1,13.2,20.4,31.2,33
2010,36,10,1,14.4,21.4,32.6,33
2010,36,11,1,20.3,23.8,30.8,53
2010,36,12,1,21,23.8,29.4,61
2010,36,13,1,10.4,18.2,28.4,33
2010,36,14,1,14.6,20.4,29.4,41
2010,36,15,1,18.3,23,31.6,45
2010,36,16,1,12.8,21,33.4,29
2010,36,17,1,11,20,32.6,27
2010,36,18,1,18.2,22.4,30,49
2010,36,19,1,14,21.4,33,33
2010,36,20,1,12.5,20.8,33.2,28
2010,36,21,1,14.5,21.4,32.4,34
2010,36,22,1,16.2,22,31.8,39
2010,36,23,1,14.8,21.2,31.4,37
2010,36,24,1,16.6,21.8,30.6,43
2010,36,25,1,16.9,22.2,31.4,42
2010,36,26,1,12.8,21.2,34,28
2010,36,27,1,15.9,21,29.4,44
2010,36,28,1,9.4,19.4,32.6,24
2010,36,29,1,14.7,21.2,31.6,36
2010,36,30,1,11.9,21,34.4,26
2010,36,31,1,18.2,22.6,30.6,48
2010,48,1,1,16.9,21.4,29,48
2010,48,2,1,19.6,23.2,30,54
2010,48,3,1,19.6,22,26.4,66
2010,48,4,1,17.7,21,26.6,58
2010,48,5,1,18.7,22,28,57
2010,48,6,1,19.9,23,29,58
2010,48,7,1,18.8,22.4,29,54
2010,48,8,1,17.7,21.4,27.8,54
2010,48,9,1,13.3,20,30,36
2010,48,10,1,17.6,22,29.8,48
2010,48,11,1,19.4,23,29.8,54
2010,48,12,1,20.2,22.6,27.2,65
2010,48,13,1,10.4,17.4,26.4,37
2010,48,14,1,15.7,20.4,28,47
2010,48,15,1,17.7,21.8,29,51
2010,48,16,1,18.8,23.4,32,46
2010,48,17,1,12.4,20,31,32
2010,48,18,1,18.2,21.6,27.6,57
2010,48,19,1,14.3,20.6,30.4,38
2010,48,20,1,13.2,20.2,30.6,35
2010,48,21,1,18.4,22.2,29,53
2010,48,22,1,16.1,21.2,29.6,44
2010,48,23,1,11.8,19,29,35
2010,48,24,1,17.1,21.2,28.2,51
2010,48,25,1,14.2,20,28.8,41
2010,48,26,1,12.9,20,30.4,34
2010,48,27,1,14.3,20.4,29.8,39
2010,48,28,1,13.6,20,29.6,43
2010,48,29,1,14.6,20.4,29.4,41
2010,48,30,1,15.5,20.8,29.4,43
2010,48,31,1,14.8,21,30.8,38
2010,60,1,1,17,20.6,26.6,56
2010,60,2,1,20.4,22.8,27.4,66
2010,60,3,1,18.9,21.4,25.8,66
2010,60,4,1,19.4,21.2,24.4,74
2010,60,5,1,20.4,22,25,76
2010,60,6,1,18.1,21,26,62
2010,60,7,1,18.4,21,25.6,64
2010,60,8,1,15.5,19.4,25.4,54
2010,60,9,1,16.3,20,26,55
2010,60,10,1,17,20.6,26.6,56
2010,60,11,1,21.9,23.4,26.4,77
2010,60,12,1,18.7,21.2,25.6,66
2010,60,13,1,8.8,15.4,23,40
2010,60,14,1,15,19,25,54
2010,60,15,1,18,21.2,26.8,58
2010,60,16,1,18.3,21.6,27.4,58
2010,60,17,1,12.6,18.6,27,41
2010,60,18,1,15.8,19.6,25.6,55
2010,60,19,1,16.1,20.2,26.8,52
2010,60,20,1,14.5,19.6,27.4,45
2010,60,21,1,13.8,19,26.6,45
2010,60,22,1,18.9,21.4,25.8,66
2010,60,23,1,20.2,22,25.4,73
2010,60,24,1,16.7,20,25.4,58
2010,60,25,1,19.9,21.6,24.8,74
2010,60,26,1,15.1,19.6,26.6,49
2010,60,27,1,14.3,19.4,27,46
2010,60,28,1,10.7,17.6,26.6,37
2010,60,29,1,15.2,19.6,26.4,50
2010,60,30,1,14.6,19.6,27.2,46
2010,60,31,1,15.9,20,26.6,52
2010,72,1,1,17.9,20,23.6,70
2010,72,2,1,21.1,22.4,25,79
2010,72,3,1,18.4,20.6,24.4,69
2010,72,4,1,19.7,20.8,22.8,83
2010,72,5,1,19.3,20.2,21.8,86
2010,72,6,1,18.2,20,23,75
2010,72,7,1,17.9,20,23.6,70
2010,72,8,1,16.4,18.6,22,71
2010,72,9,1,18.1,19.8,22.6,76
2010,72,10,1,18.1,20,23.2,73
2010,72,11,1,20.4,21.8,24.4,78
2010,72,12,1,19.5,21.2,24.2,75
2010,72,13,1,11.2,15.2,20.6,55
2010,72,14,1,16.2,18.2,21.2,73
2010,72,15,1,19.1,21,24.4,72
2010,72,16,1,18.1,20,23.2,73
2010,72,17,1,15.3,18,22,66
2010,72,18,1,17.5,19.2,22,75
2010,72,19,1,14.9,18.4,23.6,58
2010,72,20,1,16.5,19.4,24,63
2010,72,21,1,16,18.4,22,69
2010,72,22,1,17.5,19.4,22.6,73
2010,72,23,1,19.2,20.6,23,79
2010,72,24,1,16.2,18.2,21.2,73
2010,72,26,1,14.7,18,22.8,60
2010,72,27,1,13.5,17.4,22.8,56
2010,72,28,1,12,16,21.2,55
2010,72,29,1,16.5,19,23,67
2010,72,30,1,16.5,19,23,67
2010,72,31,1,15.4,18.2,22.4,64
2010,84,1,1,16.4,18,20.4,78
2010,84,2,1,17.1,19,22,74
2010,84,3,1,20,21.4,24,78
2010,84,4,1,18,19.4,21.8,79
2010,84,5,1,18,19,20.6,85
2010,84,6,1,18.8,19.4,20.4,91
2010,84,7,1,15.2,18.8,24.2,57
2010,84,8,1,17.5,19.4,22.6,73
2010,84,9,1,16.4,17.8,20,80
2010,84,10,1,16.1,17.6,19.8,79
2010,84,11,1,18,19.4,21.8,79
2010,84,12,1,21.8,22.8,24.8,83
2010,84,13,1,18.4,20,22.8,76
2010,84,14,1,11.5,14.6,18.4,64
2010,84,15,1,16,17.6,20,78
2010,84,16,1,18.2,20.2,23.6,72
2010,84,17,1,17.8,19,21,82
2010,84,18,1,14.6,16.2,18.4,79
2010,84,19,1,16.6,17.8,19.6,83
2010,84,20,1,14.6,17,20.4,69
2010,84,21,1,15.4,17.6,20.8,71
2010,84,22,1,15.6,17.4,20,76
2010,84,23,1,16.3,17.6,19.6,81
2010,84,24,1,17.9,18.8,20.2,87
2010,84,25,1,16.3,17.2,18.6,86
2010,84,26,1,14.6,16,18,80
2010,84,27,1,14.9,17,20,72
2010,84,28,1,13.7,16.8,21,63
2010,84,29,1,12.1,15,18.6,66
2010,84,30,1,15.6,17.4,20,76
2010,84,31,1,16.4,18,20.4,78
2010,0,1,2,17.1,18.4,20.4,82
2010,0,2,2,18.9,20.4,23,78
2010,0,3,2,17.8,18.4,19.4,90
2010,0,4,2,16.6,17.4,18.6,88
2010,0,5,2,17.4,18.4,20,85
2010,0,6,2,19.5,20.2,21.4,89
2010,0,7,2,16.7,18.4,21,77
2010,0,8,2,17.7,18.6,20,87
2010,0,9,2,20,20.4,21.2,93
2010,0,10,2,21.1,21.8,23.2,88
2010,0,11,2,16.3,18,20.6,76
2010,0,12,2,18.3,19,20.2,89
2010,0,13,2,17.1,18,19.4,86
2010,0,14,2,15.3,18,22,66
2010,0,15,2,15.2,18.4,23.2,61
2010,0,16,2,10.4,15.4,21.4,50
2010,0,17,2,15.2,17.8,21.6,67
2010,0,18,2,13.7,15.4,17.9,78
2010,0,19,2,16.5,17.4,18.8,86
2010,0,20,2,17.7,19,21.2,80
2010,0,21,2,18.8,19.4,20.4,91
2010,0,22,2,20.7,21.2,22.2,91
2010,0,23,2,16.1,17.4,19.4,81
2010,0,24,2,18.7,19.2,20,92
2010,0,25,2,17.8,18.8,20.4,85
2010,0,26,2,19.2,20.2,22,84
2010,0,27,2,17.1,18,19.4,86
2010,0,28,2,15.8,17.4,19.8,78
2010,12,1,2,18,19.6,22.2,77
2010,12,2,2,16.4,18.6,22,71
2010,12,3,2,18.8,20,22,82
2010,12,4,2,19,20,21.8,84
2010,12,5,2,17.6,18.4,19.6,88
2010,12,6,2,19.7,20.6,22.2,86
2010,12,7,2,17.5,19.6,23,71
2010,12,8,2,18.6,19.8,21.8,82
2010,12,9,2,21.6,22,22.8,93
2010,12,10,2,20.5,21.4,23,86
2010,12,11,2,16.5,18.8,22.4,69
2010,12,12,2,18.6,20,22.4,79
2010,12,13,2,18.5,19.4,21,86
2010,12,14,2,13.7,17.4,22.6,57
2010,12,15,2,15.5,18.2,22.2,66
2010,12,16,2,10.2,15.8,22.6,45
2010,12,17,2,12.3,16.8,22.8,51
2010,12,18,2,14.1,16.6,20,69
2010,12,19,2,16.2,18.2,21.2,73
2010,12,20,2,17.4,18.4,20,85
2010,12,21,2,19.4,20,21,91
2010,12,22,2,22.6,23.2,24.4,90
2010,12,23,2,19.8,20.8,22.6,84
2010,12,24,2,18.6,20,22.4,79
2010,12,25,2,17.8,19.4,22,77
2010,12,26,2,17.8,19.4,22,77
2010,12,27,2,18,19.6,22.2,77
2010,12,28,2,15.8,19,24,60
2010,24,1,2,17.3,22,30.2,46
2010,24,2,2,17.6,22,29.8,48
2010,24,3,2,18.7,22.2,28.6,55
2010,24,4,2,18.9,22.4,28.8,55
2010,24,5,2,20.6,23.4,29,60
2010,24,6,2,20.9,24.4,31.6,53
2010,24,7,2,20.9,24.4,31.6,53
2010,24,8,2,23.7,25.4,29.2,72
2010,24,9,2,22.2,24,27.8,72
2010,24,10,2,22.1,24,28,70
2010,24,11,2,18,21.4,27.4,56
2010,24,12,2,17.1,20.8,27,55
2010,24,13,2,15.5,20.4,28.2,46
2010,24,14,2,8.7,18,29.6,27
2010,24,15,2,8.4,17.2,27.8,30
2010,24,16,2,5.7,17.4,30.6,21
2010,24,17,2,5.2,17.4,31,20
2010,24,18,2,15.5,21.4,31,39
2010,24,19,2,14.6,20.6,30,39
2010,24,20,2,16.4,21.6,30.4,43
2010,24,21,2,21.2,24,29.6,61
2010,24,22,2,16,21.4,30.4,42
2010,24,23,2,21.8,24.2,29.2,64
2010,24,24,2,16.8,21,28,51
2010,24,25,2,17.6,21.4,28,53
2010,24,26,2,17.4,22.2,30.6,45
2010,24,27,2,12.9,21.4,34.4,27
2010,24,28,2,12.2,21.4,35.2,25
2010,36,1,2,18.4,23,31.4,46
2010,36,2,2,21.4,24.4,30.6,58
2010,36,3,2,20.1,23.2,29.2,58
2010,36,4,2,21.6,24,29,64
2010,36,5,2,22.9,25.2,30.2,65
2010,36,6,2,23.5,26.4,33,58
2010,36,7,2,22.1,26,34.6,48
2010,36,8,2,24.9,26.6,30.6,72
2010,36,9,2,21.7,24.4,30,61
2010,36,10,2,20,23,28.8,59
2010,36,11,2,18.8,22.2,28.4,56
2010,36,12,2,18.7,22.4,29.2,53
2010,36,13,2,15.4,21.2,30.6,40
2010,36,14,2,15.5,21.4,31,39
2010,36,15,2,13.5,20.6,31.4,34
2010,36,16,2,12.1,20,31.4,31
2010,36,17,2,8.9,19,32,24
2010,36,18,2,13.9,21,32,33
2010,36,19,2,12.3,20,31.2,31
2010,36,20,2,15,21.4,31.8,36
2010,36,21,2,19.4,23.6,31.6,48
2010,36,22,2,19.3,23.2,30.6,51
2010,36,23,2,18.8,23,30.8,49
2010,36,24,2,18.4,22,28.4,55
2010,36,25,2,19.6,22.8,28.8,58
2010,36,26,2,21.5,25,32.4,53
2010,36,27,2,18.6,24.8,36.8,35
2010,36,28,2,18.2,24.2,35.6,36
2010,48,1,2,20.6,23.4,29,60
2010,48,2,2,19.4,22.6,28.6,57
2010,48,3,2,19.3,22,27,63
2010,48,4,2,20.3,22.6,27,67
2010,48,5,2,23.3,24.8,28,76
2010,48,6,2,20.8,24.2,31,55
2010,48,7,2,21.5,24.6,31,57
2010,48,8,2,24.6,25.6,28,82
2010,48,9,2,20.9,23.4,28.4,64
2010,48,10,2,18.7,21.2,25.6,66
2010,48,11,2,17.9,21,26.4,59
2010,48,12,2,17.1,21.2,28.2,51
2010,48,13,2,14.4,20,28.6,42
2010,48,14,2,9.4,17.8,28.4,30
2010,48,15,2,13,19.2,28.2,39
2010,48,16,2,11.8,19.2,29.6,33
2010,48,17,2,14.1,20,29,40
2010,48,18,2,16.1,21.4,30.2,43
2010,48,19,2,14.8,20.2,28.8,43
2010,48,20,2,19.7,23.4,30.6,52
2010,48,21,2,14.3,20.4,29.8,39
2010,48,22,2,11.9,19.2,29.4,34
2010,48,23,2,19.7,22.6,28,61
2010,48,24,2,16.6,20.4,26.6,54
2010,48,25,2,20.4,22.8,27.4,66
2010,48,26,2,20.7,23.4,28.8,62
2010,48,27,2,14,21.4,33,33
2010,48,28,2,13.9,21.6,33.8,30
2010,60,1,2,19.2,21.4,25.4,68
2010,60,2,2,20.4,22,25,76
2010,60,3,2,19.3,21.2,24.6,72
2010,60,4,2,20,21.6,24.6,75
2010,60,5,2,22.4,23.4,25.4,84
2010,60,6,2,20.9,23,27.2,68
2010,60,7,2,21,22.6,25.8,75
2010,60,8,2,22.9,23.8,25.8,84
2010,60,9,2,21.7,23,25.6,79
2010,60,10,2,16.9,19.6,24,64
2010,60,11,2,18.1,20.4,24.4,68
2010,60,12,2,17.9,20.4,24.6,66
2010,60,13,2,8.9,16.6,25.8,34
2010,60,14,2,11.8,17.6,25.4,43
2010,60,15,2,12.6,17.8,25,46
2010,60,16,2,10.4,17.4,26.4,37
2010,60,17,2,14,18.8,25.8,48
2010,60,18,2,18.1,21,26,62
2010,60,19,2,17.9,20.6,25.2,64
2010,60,20,2,18.5,21.2,26,63
2010,60,21,2,21.8,23.4,26.6,75
2010,60,22,2,20.5,22.4,26,72
2010,60,23,2,20.5,22,24.8,77
2010,60,24,2,15.5,18.8,23.8,60
2010,60,25,2,19.6,21.4,24.6,74
2010,60,26,2,19.5,22,26.6,65
2010,60,27,2,12.9,20,30.4,34
2010,60,28,2,12.5,19.8,30.4,33
2010,72,1,2,18.3,19.6,21.8,80
2010,72,2,2,18.5,19.6,21.4,81
2010,72,3,2,18.8,20,22,82
2010,72,4,2,18.4,19.6,21.6,82
2010,72,5,2,20.8,21.6,23.2,86
2010,72,6,2,17.9,19.6,22.4,76
2010,72,7,2,19.8,21,23.2,81
2010,72,8,2,21.6,22.4,24,86
2010,72,9,2,21.2,22.2,24.2,83
2010,72,10,2,15.2,18.4,23.2,61
2010,72,11,2,18.6,20,22.4,79
2010,72,12,2,19.2,20.6,23,79
2010,72,13,2,11.5,15.8,21.2,54
2010,72,14,2,13.1,17.2,22.8,54
2010,72,15,2,11.1,16,22.2,49
2010,72,16,2,11.8,16.6,22.8,50
2010,72,17,2,14.6,18,23,59
2010,72,18,2,18.1,19.4,21.6,80
2010,72,19,2,18.2,19.4,21.4,82
2010,72,20,2,18.5,19.6,21.4,84
2010,72,21,2,22.7,23.6,25.4,85
2010,72,22,2,18.8,20.8,24.4,71
2010,72,23,2,20.2,21.4,23.6,81
2010,72,24,2,18.7,20.2,22.8,78
2010,72,25,2,17.9,19.2,21.4,80
2010,72,26,2,18.4,19.8,22.2,79
2010,72,27,2,17.4,18.8,23.8,67
2010,72,28,2,15,19,25,54
2010,84,1,2,16.7,18.4,21,77
2010,84,2,2,19.3,20.4,22.4,83
2010,84,3,2,18.1,18.8,20,89
2010,84,4,2,17.6,18.4,19.6,88
2010,84,5,2,17.6,18.4,19.6,88
2010,84,6,2,19.8,20.4,21.4,91
2010,84,7,2,16.6,18.4,21.2,75
2010,84,8,2,18.2,19.4,21.4,82
2010,84,9,2,20.7,21.2,22.2,91
2010,84,10,2,21.3,22.2,24,85
2010,84,11,2,15.5,18,21.8,67
2010,84,12,2,18.2,19.2,20.8,85
2010,84,13,2,18.1,18.8,20,89
2010,84,14,2,12.6,15.4,19,66
2010,84,15,2,10.9,16,22.4,48
2010,84,16,2,12.3,15,18.4,68
2010,84,17,2,13.7,17.4,22.6,57
2010,84,18,2,14.2,16.4,19.4,72
2010,84,19,2,17.4,18.4,20,85
2010,84,20,2,17.4,18.4,20,85
2010,84,21,2,19.4,20,21,91
2010,84,22,2,21.5,22,23,91
2010,84,23,2,16.7,18.2,20.6,98
2010,84,24,2,18.7,19.4,20.6,89
2010,84,25,2,17.1,18.2,20,83
2010,84,26,2,17.8,19.4,22,77
2010,84,27,2,18.5,19.4,21,85
2010,84,28,2,15.1,17.6,21.2,68
2010,0,1,3,16.4,20,25.8,56
2010,0,2,3,19.9,20.8,22.4,86
2010,0,3,3,20.9,21.1,22.4,91
2010,0,4,3,19.8,20.6,22,88
2010,0,5,3,19.9,20.6,21.8,89
2010,0,6,3,20.2,21,22.4,88
2010,0,7,3,18.7,19.4,20.6,89
2010,0,8,3,20,21.2,23.4,81
2010,0,9,3,15.5,18,21.8,67
2010,0,10,3,16.7,19,22.6,69
2010,0,11,3,21.2,22.4,24.8,80
2010,0,12,3,22.4,23.4,25.4,84
2010,0,13,3,19.1,21.4,25.6,67
2010,0,14,3,21.8,22.6,24.2,86
2010,0,15,3,21.2,21.8,23,89
2010,0,16,3,19.9,20.6,21.8,89
2010,0,17,3,21.5,22,23,91
2010,0,18,3,22.7,23.6,25.4,85
2010,0,19,3,23.9,24.4,25.6,90
2010,0,20,3,24.7,25.4,27,87
2010,0,21,3,24.2,24.8,26.2,89
2010,0,22,3,20,21,22.8,84
2010,0,23,3,18.1,19.4,21.6,80
2010,0,24,3,20.2,21,22.4,88
2010,0,25,3,21.9,22.4,23.4,91
2010,0,26,3,22.5,23,24,91
2010,0,27,3,22.1,22.8,24.2,88
2010,0,28,3,21.6,22.4,24,86
2010,0,29,3,22.1,22.8,24.2,88
2010,0,30,3,20.2,21,22.4,88
2010,0,31,3,22.1,22.8,24.2,88
2010,12,1,3,18.3,20.2,23.4,73
2010,12,2,3,22.5,23.6,25.8,82
2010,12,3,3,21.8,22.6,24.2,86
2010,12,4,3,20.7,22,24.4,80
2010,12,5,3,20.7,22,24.4,80
2010,12,6,3,21.8,22.8,24.8,83
2010,12,7,3,19.8,21,23.2,81
2010,12,8,3,19.3,21.2,24.6,72
2010,12,9,3,16.3,18.6,22.2,69
2010,12,10,3,17,20.4,26,58
2010,12,11,3,22.7,24.2,27.4,75
2010,12,12,3,22.8,24.2,27.2,77
2010,12,13,3,20,22.4,27,65
2010,12,14,3,22.8,23.6,25.2,87
2010,12,15,3,21.5,22.6,24.8,82
2010,12,16,3,21.1,21.6,22.6,91
2010,12,17,3,23,23.6,24.8,90
2010,12,18,3,23.2,24.4,27,80
2010,12,19,3,24,25.4,28.6,76
2010,12,20,3,25,26,28.4,82
2010,12,21,3,24.7,25.4,27,87
2010,12,22,3,21.6,23.4,27,73
2010,12,23,3,20,22.2,26.4,68
2010,12,24,3,21.2,22.4,24.8,80
2010,12,25,3,23.2,24,25.8,85
2010,12,26,3,23,24,26.2,82
2010,12,27,3,22.6,23.6,25.6,84
2010,12,28,3,20.7,22.4,25.6,75
2010,12,29,3,23.2,24.4,27,80
2010,12,30,3,22.1,23,26.4,79
2010,12,31,3,22.6,24,27,77
2010,24,1,3,22.2,25.4,32.4,55
2010,24,2,3,22.4,25,30.6,62
2010,24,3,3,20.5,24,31,54
2010,24,4,3,22.1,24.4,29.2,66
2010,24,5,3,21,24,30,59
2010,24,6,3,20.7,23.4,28.8,62
2010,24,7,3,17.2,21.8,29.8,47
2010,24,8,3,15.5,21.4,31,39
2010,24,9,3,15.1,22,33.4,33
2010,24,10,3,18,23.6,34,39
2010,24,11,3,18,24,35.2,36
2010,24,12,3,18,24,35.2,36
2010,24,13,3,16.8,24,37,31
2010,24,14,3,22.9,25.8,32.2,58
2010,24,15,3,21.4,24.6,31.2,56
2010,24,16,3,20.7,24,30.6,56
2010,24,17,3,22.9,25.4,30.8,63
2010,24,18,3,17.5,23.6,34.8,36
2010,24,19,3,21.9,26,35,47
2010,24,20,3,21.6,25.4,33.4,50
2010,24,21,3,23.7,26.6,33.4,57
2010,24,22,3,9.3,20.6,36,20
2010,24,23,3,12.4,21,33.8,27
2010,24,24,3,22.7,25.4,31.4,60
2010,24,25,3,23,25.6,31.4,61
2010,24,26,3,20.6,24.4,32,51
2010,24,27,3,20.4,24.2,31.8,51
2010,24,28,3,19,23.4,31.8,47
2010,24,29,3,22,25.2,32,56
2010,24,30,3,20.7,24.2,31.2,54
2010,24,31,3,21.4,24.4,30.6,58
2010,36,1,3,15.5,22.4,34,33
2010,36,2,3,19.9,23.8,31.4,51
2010,36,3,3,16.2,22,31.8,39
2010,36,4,3,21.2,24.4,31,56
2010,36,5,3,22.4,24.8,30,64
2010,36,6,3,18.1,22.6,30.8,48
2010,36,7,3,20,23.2,29.4,62
2010,36,8,3,19.9,24,32,49
2010,36,9,3,16.4,23,34.6,34
2010,36,10,3,14,22.4,36,27
2010,36,11,3,25.2,27,31.4,70
2010,36,12,3,17.1,23.8,36,33
2010,36,13,3,18.3,24.2,35.4,36
2010,36,14,3,21.3,24.8,32,53
2010,36,15,3,21.8,24.8,31.2,57
2010,36,16,3,22.2,25,31,60
2010,36,17,3,23.6,26,31.4,63
2010,36,18,3,24.2,27.2,34.4,55
2010,36,19,3,18.1,24,35,37
2010,36,20,3,24.8,27,32.2,65
2010,36,21,3,24.7,27,32.6,63
2010,36,22,3,14.2,22.8,37,26
2010,36,23,3,22,25.4,32.8,53
2010,36,24,3,22,25.2,32,56
2010,36,25,3,23.3,25.6,30.8,64
2010,36,26,3,23.2,25.8,31.6,61
2010,36,27,3,23.5,26,31.6,62
2010,36,28,3,23,25.6,31.4,61
2010,36,29,3,17,23,33.6,37
2010,36,30,3,22.1,25,31.2,59
2010,36,31,3,22.2,25.2,31.6,58
2010,48,1,3,12.5,20.6,32.6,29
2010,48,2,3,15.5,21.4,31,39
2010,48,3,3,19.2,24.4,28.4,57
2010,48,4,3,13.9,20,29.2,39
2010,48,5,3,21.4,23.6,28,68
2010,48,6,3,21.3,23.8,28.8,64
2010,48,7,3,20.4,23,28,63
2010,48,8,3,15.3,21,30.2,40
2010,48,9,3,15.9,22,32.2,38
2010,48,10,3,21.4,24.4,30.6,58
2010,48,11,3,24.1,25.8,29.8,71
2010,48,12,3,17.6,23.4,34,38
2010,48,13,3,18.8,24,34,41
2010,48,14,3,20.4,24,31.2,53
2010,48,15,3,19.5,23,29.6,55
2010,48,16,3,22.1,24.6,29.8,64
2010,48,17,3,20.7,24,30.6,56
2010,48,18,3,21.3,25.2,33.4,49
2010,48,19,3,23.9,26.2,31.4,65
2010,48,20,3,25.8,27,30,78
2010,48,21,3,21.7,25,32,55
2010,48,22,3,8.8,20,34.8,20
2010,48,23,3,20,23.8,31.2,51
2010,48,24,3,22,25,31.4,57
2010,48,25,3,22.1,24.6,29.8,64
2010,48,26,3,23,25,29.4,68
2010,48,27,3,22.7,25,30,65
2010,48,28,3,23.3,25.4,30,68
2010,48,29,3,14.4,21.4,32.6,33
2010,48,30,3,22.1,24.6,29.8,64
2010,48,31,3,23.3,25.4,30,68
2010,60,1,3,10,18.8,30.4,28
2010,60,2,3,17.7,21.4,27.8,54
2010,60,3,3,20.4,22.2,25.6,73
2010,60,4,3,20.5,22.4,26,72
2010,60,5,3,22.3,23.4,25.6,82
2010,60,6,3,21,22.6,25.8,75
2010,60,7,3,21,22.8,26.4,72
2010,60,8,3,14.1,19.6,27.8,43
2010,60,9,3,15.6,21,29.8,42
2010,60,10,3,22.4,24.6,29.2,67
2010,60,11,3,21.7,24,28.8,65
2010,60,12,3,18.9,23,30.6,50
2010,60,13,3,14.7,20.6,29.8,40
2010,60,14,3,22.1,23.8,27.4,73
2010,60,15,3,21.7,23.2,26.2,76
2010,60,16,3,23.1,24.2,26.6,81
2010,60,17,3,21.4,23.6,28,68
2010,60,18,3,24.8,26.2,29.6,75
2010,60,19,3,23.3,25,28.8,72
