,YEAR,HR,DT,MN,DPT,WBT,DBT,RH
26648,2019,24,8,12,18.1,22.4,30.2,48.0
26649,2019,24,9,12,20.6,24.0,31.4,52.0
26650,2019,24,10,12,19.7,24.0,32.4,47.0
26651,2019,24,11,12,21.5,24.6,31.0,57.0
26652,2019,24,12,12,19.1,23.0,30.4,51.0
26653,2019,24,13,12,19.6,23.0,29.4,56.0
26654,2019,24,14,12,17.3,21.4,28.4,51.0
26655,2019,24,15,12,17.3,21.6,29.0,49.0
26656,2019,24,16,12,19.3,22.8,29.4,55.0
26657,2019,24,17,12,19.5,23.4,30.8,51.0
26658,2019,24,18,12,18.8,22.8,30.2,51.0
26659,2019,24,19,12,16.9,22.0,30.8,43.0
26660,2019,24,20,12,18.7,23.0,31.0,48.0
26661,2019,24,21,12,20.2,23.0,28.4,61.0
26662,2019,24,22,12,18.4,22.4,29.6,51.0
26663,2019,24,23,12,19.2,23.4,31.4,48.0
26664,2019,24,24,12,21.0,24.4,31.4,54.0
26665,2019,24,25,12,22.6,25.0,30.2,64.0
26666,2019,24,26,12,18.2,22.0,28.8,53.0
26667,2019,24,27,12,17.8,22.0,29.4,50.0
26668,2019,24,28,12,18.2,22.4,30.0,49.0
26669,2019,24,29,12,18.1,22.2,29.6,50.0
26670,2019,24,30,12,18.4,22.0,28.4,55.0
26671,2019,24,31,12,13.8,19.2,27.2,44.0
26672,2019,36,1,12,22.3,25.6,32.8,54.0
26673,2019,36,2,12,22.6,26.0,33.6,53.0
26674,2019,36,3,12,19.6,23.8,32.0,48.0
26675,2019,36,4,12,19.7,24.6,34.4,42.0
26676,2019,36,5,12,21.4,24.6,31.2,56.0
26677,2019,36,6,12,18.6,23.6,33.0,43.0
26678,2019,36,7,12,17.2,22.8,32.8,44.0
26679,2019,36,8,12,18.8,23.4,32.0,46.0
26680,2019,36,9,12,21.0,24.6,32.0,52.0
26681,2019,36,10,12,21.7,25.0,32.0,55.0
26682,2019,36,11,12,22.0,25.2,32.0,56.0
26683,2019,36,12,12,19.1,23.0,30.4,51.0
26684,2019,36,13,12,18.6,22.6,30.0,50.0
26685,2019,36,14,12,15.1,21.0,30.4,40.0
26686,2019,36,15,12,20.3,23.8,30.8,53.0
26687,2019,36,16,12,21.7,24.6,30.6,59.0
26688,2019,36,17,12,17.4,23.0,33.0,40.0
26689,2019,36,18,12,16.4,22.4,32.8,37.0
26690,2019,36,19,12,15.9,22.4,33.4,35.0
26691,2019,36,20,12,18.8,23.4,32.0,46.0
26692,2019,36,21,12,20.0,23.6,30.6,53.0
26693,2019,36,22,12,18.8,23.4,32.0,46.0
26694,2019,36,23,12,18.2,23.6,33.6,40.0
26695,2019,36,24,12,21.3,24.6,31.4,55.0
26696,2019,36,25,12,23.3,25.4,30.0,68.0
26697,2019,36,26,12,19.1,23.0,30.4,51.0
26698,2019,36,27,12,18.6,23.0,31.2,47.0
26699,2019,36,28,12,18.7,23.4,32.2,45.0
26700,2019,36,29,12,19.0,23.4,31.8,47.0
26701,2019,36,30,12,18.3,22.4,29.8,50.0
26702,2019,36,31,12,12.7,19.0,28.0,39.0
26703,2019,48,1,12,22.0,24.6,30.0,63.0
26704,2019,48,2,12,23.7,25.6,30.0,69.0
26705,2019,48,3,12,21.7,24.4,30.0,61.0
26706,2019,48,4,12,22.7,25.0,30.0,65.0
26707,2019,48,5,12,22.8,24.8,29.2,68.0
26708,2019,48,6,12,20.3,23.6,30.0,56.0
26709,2019,48,7,12,21.1,23.8,29.2,62.0
26710,2019,48,9,12,20.6,23.6,29.6,58.0
26711,2019,48,10,12,20.3,23.6,30.0,56.0
26712,2019,48,11,12,20.2,23.4,29.6,57.0
26713,2019,48,12,12,19.4,22.4,28.0,59.0
26714,2019,48,13,12,19.6,22.4,27.6,62.0
26715,2019,48,14,12,16.6,21.0,28.4,49.0
26716,2019,48,15,12,21.7,23.6,27.4,71.0
26717,2019,48,16,12,20.1,22.6,27.4,64.0
26718,2019,48,17,12,22.3,24.4,28.8,68.0
26719,2019,48,18,12,18.9,22.6,29.4,53.0
26720,2019,48,19,12,18.8,22.8,30.2,51.0
26721,2019,48,20,12,19.6,23.0,29.4,56.0
26722,2019,48,21,12,20.8,23.6,29.2,61.0
26723,2019,48,22,12,21.9,24.6,30.2,61.0
26724,2019,48,23,12,21.6,24.4,30.2,60.0
26725,2019,48,24,12,20.0,23.4,30.0,55.0
26726,2019,48,25,12,23.0,24.6,28.0,74.0
26727,2019,48,26,12,13.1,19.2,28.0,40.0
26728,2019,48,27,12,20.3,23.0,28.2,62.0
26729,2019,48,28,12,19.4,22.6,28.6,57.0
26730,2019,48,29,12,21.1,23.2,27.4,69.0
26731,2019,48,30,12,17.7,21.0,26.6,58.0
26732,2019,48,31,12,12.5,18.0,25.6,44.0
26733,2019,60,1,12,23.8,25.2,28.4,76.0
26734,2019,60,2,12,25.0,26.0,28.4,82.0
26735,2019,60,3,12,23.1,24.6,27.8,76.0
26736,2019,60,4,12,24.1,25.6,29.0,75.0
26737,2019,60,5,12,22.0,24.0,28.2,69.0
26738,2019,60,6,12,19.9,22.8,28.4,60.0
26739,2019,60,7,12,20.8,23.0,27.4,67.0
26740,2019,60,8,12,21.0,23.0,27.0,70.0
26741,2019,60,9,12,22.3,24.0,27.6,73.0
26742,2019,60,10,12,22.4,23.8,26.8,77.0
26743,2019,60,11,12,21.2,23.0,26.6,72.0
26744,2019,60,12,12,20.8,22.4,25.4,76.0
26745,2019,60,13,12,20.8,22.4,25.4,76.0
26746,2019,60,14,12,16.6,20.0,25.6,57.0
26747,2019,60,16,12,20.6,22.4,25.8,73.0
26748,2019,60,17,12,22.0,23.0,25.0,84.0
26749,2019,60,18,12,21.0,23.0,27.0,70.0
26750,2019,60,19,12,19.2,22.0,27.2,61.0
26751,2019,60,20,12,21.5,23.0,26.0,76.0
26752,2019,60,21,12,18.9,21.8,27.0,61.0
26753,2019,60,22,12,22.4,24.0,27.4,74.0
26754,2019,60,23,12,23.5,24.8,27.6,79.0
26755,2019,60,24,12,21.3,23.6,27.6,69.0
26756,2019,60,25,12,22.9,24.2,27.0,78.0
26757,2019,60,26,12,16.2,19.6,25.0,58.0
26758,2019,60,27,12,21.0,22.4,25.2,77.0
26759,2019,60,28,12,19.2,21.6,26.0,66.0
26760,2019,60,29,12,20.3,22.0,25.2,74.0
26761,2019,60,30,12,19.1,21.0,24.4,72.0
26762,2019,60,31,12,12.3,16.4,21.8,55.0
26763,2019,72,1,12,23.2,24.2,26.4,82.0
26764,2019,72,2,12,23.6,24.6,26.8,83.0
26765,2019,72,3,12,23.2,24.6,27.6,77.0
26766,2019,72,4,12,24.5,26.0,29.6,74.0
26767,2019,72,5,12,22.9,24.0,26.4,81.0
26768,2019,72,6,12,20.6,21.8,24.0,81.0
26769,2019,72,7,12,20.4,21.8,24.4,78.0
26770,2019,72,8,12,21.3,22.4,24.6,82.0
26771,2019,72,9,12,22.3,23.4,25.6,82.0
26772,2019,72,10,12,22.2,23.4,25.8,81.0
26773,2019,72,11,12,20.5,21.8,24.2,80.0
26774,2019,72,12,12,20.9,21.8,23.6,85.0
26775,2019,72,13,12,20.1,21.0,22.6,86.0
26776,2019,72,14,12,18.4,20.0,22.8,76.0
26777,2019,72,15,12,20.2,21.2,23.0,84.0
26778,2019,72,16,12,20.6,21.6,23.4,84.0
26779,2019,72,17,12,19.4,21.2,24.4,74.0
26780,2019,72,18,12,20.6,21.8,24.0,81.0
26781,2019,72,19,12,20.1,21.6,24.4,77.0
26782,2019,72,20,12,20.0,21.4,24.0,78.0
26783,2019,72,21,12,20.7,22.0,24.4,80.0
26784,2019,72,22,12,21.3,22.8,25.8,76.0
26785,2019,72,23,12,23.5,24.4,26.4,84.0
26786,2019,72,24,12,20.3,22.6,27.0,67.0
26787,2019,72,25,12,22.1,23.4,26.0,79.0
26788,2019,72,26,12,17.5,19.6,22.6,74.0
26789,2019,72,27,12,19.0,20.4,22.8,79.0
26790,2019,72,28,12,20.7,21.8,23.8,83.0
26791,2019,72,29,12,20.4,21.6,23.8,81.0
26792,2019,72,30,12,19.5,20.6,22.6,83.0
26793,2019,72,31,12,12.1,15.0,18.6,66.0
26794,2019,84,1,12,22.5,23.4,25.2,85.0
26795,2019,84,2,12,21.6,22.6,24.6,83.0
26796,2019,84,3,12,22.5,23.4,25.2,85.0
26797,2019,84,4,12,22.9,23.8,25.8,84.0
26798,2019,84,5,12,24.1,25.6,29.0,75.0
26799,2019,84,6,12,21.8,23.4,26.6,75.0
26800,2019,84,7,12,20.5,21.4,23.0,86.0
26801,2019,84,8,12,18.2,20.0,23.0,75.0
26802,2019,84,9,12,20.1,21.2,23.2,83.0
26803,2019,84,10,12,21.5,22.4,24.2,85.0
26804,2019,84,11,12,21.6,22.4,24.0,86.0
26805,2019,84,12,12,20.9,21.6,23.0,88.0
26806,2019,84,13,12,21.4,21.6,22.0,96.0
26807,2019,84,14,12,17.9,19.6,22.4,76.0
26808,2019,84,15,12,18.5,19.2,20.4,89.0
26809,2019,84,16,12,20.6,21.0,21.8,93.0
26810,2019,84,17,12,20.2,21.0,22.4,88.0
26811,2019,84,18,12,18.5,20.8,24.8,68.0
26812,2019,84,19,12,19.3,20.4,22.4,83.0
26813,2019,84,20,12,19.3,20.4,22.4,83.0
26814,2019,84,21,12,20.8,21.4,22.6,89.0
26815,2019,84,22,12,20.6,21.6,23.4,84.0
26816,2019,84,23,12,21.3,22.4,24.6,82.0
26817,2019,84,24,12,22.1,23.0,24.8,85.0
26818,2019,84,25,12,20.5,22.4,26.0,72.0
26819,2019,84,26,12,20.7,22.4,25.6,75.0
26820,2019,84,27,12,17.1,18.4,20.4,82.0
26821,2019,84,28,12,17.0,19.2,22.8,70.0
26822,2019,84,29,12,16.9,19.6,24.0,64.0
26823,2019,84,30,12,19.8,20.8,22.6,84.0
26824,2019,84,31,12,17.7,19.2,21.6,80.0
26825,2020,0,1,1,14.3,15.0,16.0,89.0
26826,2020,0,2,1,16.0,17.0,18.4,86.0
26827,2020,0,3,1,15.4,16.6,18.4,82.0
26828,2020,0,4,1,14.0,15.6,17.8,78.0
26829,2020,0,5,1,15.9,17.6,20.2,76.0
26830,2020,0,6,1,14.7,18.0,22.8,60.0
26831,2020,0,7,1,18.8,19.6,21.0,87.0
26832,2020,0,8,1,19.9,21.0,23.0,83.0
26833,2020,0,9,1,14.2,15.8,18.0,78.0
26834,2020,0,10,1,11.8,15.6,20.4,58.0
26835,2020,0,11,1,16.2,19.0,23.4,64.0
26836,2020,0,12,1,19.1,20.0,21.6,86.0
26837,2020,0,13,1,20.9,21.6,23.0,88.0
26838,2020,0,14,1,19.8,20.4,21.4,91.0
26839,2020,0,15,1,12.8,15.4,18.8,68.0
26840,2020,0,16,1,13.1,14.4,16.0,83.0
26841,2020,0,17,1,9.1,11.0,13.0,77.0
26842,2020,0,18,1,12.1,13.4,15.0,82.0
26843,2020,0,19,1,15.4,16.4,17.8,86.0
26844,2020,0,20,1,16.7,17.6,19.0,86.0
26845,2020,0,21,1,18.2,19.0,20.4,87.0
26846,2020,0,22,1,16.6,17.8,19.6,83.0
26847,2020,0,23,1,17.1,18.4,20.4,82.0
26848,2020,0,24,1,18.2,19.4,21.4,82.0
26849,2020,0,25,1,17.8,19.0,21.0,82.0
26850,2020,0,26,1,17.6,18.8,20.8,82.0
26851,2020,0,27,1,21.2,21.6,22.4,93.0
26852,2020,0,28,1,18.5,19.2,20.4,89.0
26853,2020,0,29,1,16.9,18.2,20.2,81.0
26854,2020,0,30,1,12.9,14.0,15.4,85.0
26855,2020,0,31,1,13.1,14.4,16.0,83.0
26856,2020,12,1,1,14.9,15.6,16.6,89.0
26857,2020,12,2,1,17.4,18.0,19.0,90.0
26858,2020,12,3,1,17.2,17.6,18.2,94.0
26859,2020,12,4,1,13.8,15.6,18.0,77.0
26860,2020,12,5,1,14.8,17.4,21.2,67.0
26861,2020,12,6,1,15.3,18.0,23.0,62.0
26862,2020,12,7,1,18.5,19.4,21.0,85.0
26863,2020,12,8,1,19.6,20.6,22.4,84.0
26864,2020,12,9,1,14.5,15.8,17.6,82.0
26865,2020,12,10,1,12.1,16.4,22.0,53.0
26866,2020,12,11,1,15.4,18.6,23.4,61.0
26867,2020,12,12,1,19.4,20.2,21.6,87.0
26868,2020,12,13,1,21.6,22.4,24.0,86.0
26869,2020,12,14,1,20.6,21.2,22.4,89.0
26870,2020,12,15,1,13.6,15.6,18.2,75.0
26871,2020,12,16,1,12.9,15.4,18.6,70.0
26872,2020,12,17,1,8.1,11.6,15.2,62.0
26873,2020,12,18,1,11.5,13.4,15.6,76.0
26874,2020,12,19,1,16.7,17.4,18.4,90.0
26875,2020,12,20,1,17.9,18.6,19.8,89.0
26876,2020,12,21,1,19.3,19.6,20.2,94.0
26877,2020,12,22,1,17.7,18.6,20.0,87.0
26878,2020,12,23,1,18.5,19.4,21.0,85.0
26879,2020,12,24,1,18.0,20.0,23.4,72.0
26880,2020,12,25,1,18.2,19.6,22.0,79.0
26881,2020,12,26,1,19.6,20.4,21.8,87.0
26882,2020,12,27,1,19.6,20.2,21.2,91.0
26883,2020,12,28,1,19.4,20.4,22.2,84.0
26884,2020,12,29,1,17.0,18.6,21.2,77.0
26885,2020,12,30,1,12.5,13.6,15.0,84.0
26886,2020,12,31,1,14.3,15.2,16.4,87.0
26887,2020,24,1,1,14.5,19.4,26.8,47.0
26888,2020,24,3,1,17.0,20.4,26.0,58.0
26889,2020,24,4,1,13.3,18.0,24.6,49.0
26890,2020,24,5,1,13.9,19.4,27.6,43.0
26891,2020,24,6,1,15.8,21.2,30.0,43.0
26892,2020,24,7,1,18.3,22.6,30.4,48.0
26893,2020,24,8,1,19.6,23.0,29.4,56.0
26894,2020,24,9,1,14.9,19.8,27.4,46.0
26895,2020,24,10,1,14.0,19.6,28.0,42.0
26896,2020,24,11,1,16.0,21.4,30.4,42.0
26897,2020,24,12,1,17.9,22.6,31.0,46.0
26898,2020,24,13,1,20.6,23.0,27.6,66.0
26899,2020,24,14,1,18.7,22.0,28.0,57.0
26900,2020,24,15,1,11.0,17.2,25.2,41.0
26901,2020,24,17,1,6.6,14.8,23.6,33.0
26902,2020,24,18,1,10.9,18.0,27.4,36.0
26903,2020,24,19,1,14.1,20.0,29.0,40.0
26904,2020,24,20,1,17.0,22.0,30.6,44.0
26905,2020,24,21,1,17.1,21.6,29.4,47.0
26906,2020,24,22,1,17.0,22.0,30.6,44.0
26907,2020,24,23,1,15.8,21.4,30.6,41.0
26908,2020,24,24,1,17.6,22.6,31.6,43.0
26909,2020,24,25,1,16.2,22.0,31.8,39.0
26910,2020,24,26,1,17.6,22.2,30.4,46.0
26911,2020,24,27,1,17.8,21.6,28.2,53.0
26912,2020,24,28,1,16.8,21.0,28.0,51.0
26913,2020,24,29,1,14.9,18.8,24.6,55.0
26914,2020,24,30,1,10.9,18.0,27.4,36.0
26915,2020,24,31,1,12.9,18.2,26.2,42.0
26916,2020,36,1,1,12.2,19.0,28.6,36.0
26917,2020,36,2,1,19.7,22.6,28.0,61.0
26918,2020,36,3,1,15.7,20.0,26.8,51.0
26919,2020,36,4,1,13.7,18.8,26.2,46.0
26920,2020,36,5,1,14.7,21.0,31.0,37.0
26921,2020,36,6,1,16.4,22.8,34.0,35.0
26922,2020,36,7,1,16.4,22.0,31.6,40.0
26923,2020,36,8,1,18.4,22.4,29.6,51.0
26924,2020,36,9,1,15.4,20.2,27.8,47.0
26925,2020,36,10,1,16.1,22.0,32.0,38.0
26926,2020,36,11,1,17.6,23.4,34.0,38.0
26927,2020,36,12,1,16.9,22.4,32.0,41.0
26928,2020,36,13,1,19.3,22.8,29.4,55.0
26929,2020,36,14,1,16.4,22.8,34.0,35.0
26930,2020,36,15,1,13.7,19.0,26.8,44.0
26931,2020,36,16,1,9.9,16.4,24.4,40.0
26932,2020,36,17,1,10.3,16.4,24.0,46.0
26933,2020,36,18,1,14.6,20.6,30.0,39.0
26934,2020,36,19,1,16.1,22.0,32.0,38.0
26935,2020,36,20,1,18.7,23.4,32.2,45.0
26936,2020,36,21,1,19.0,22.6,29.2,54.0
26937,2020,36,22,1,18.8,23.6,32.6,44.0
26938,2020,36,23,1,14.6,22.0,34.0,31.0
26939,2020,36,24,1,18.4,23.6,33.4,41.0
26940,2020,36,25,1,19.7,24.0,32.1,47.0
26941,2020,36,26,1,18.8,23.0,30.8,49.0
26942,2020,36,27,1,16.6,21.6,30.0,45.0
26943,2020,36,28,1,17.7,22.0,29.6,49.0
26944,2020,36,29,1,12.4,18.2,26.2,42.0
26945,2020,36,30,1,12.0,19.0,28.8,35.0
26946,2020,36,31,1,13.0,19.2,28.2,39.0
26947,2020,48,1,1,16.6,20.0,25.6,57.0
26948,2020,48,2,1,17.6,20.8,26.2,59.0
26949,2020,48,3,1,15.6,19.2,24.8,56.0
26950,2020,48,4,1,14.2,18.2,24.0,54.0
26951,2020,48,5,1,18.0,21.6,28.0,54.0
26952,2020,48,6,1,18.8,22.4,29.0,54.0
26953,2020,48,7,1,20.9,23.4,28.4,64.0
26954,2020,48,8,1,18.2,21.4,27.0,59.0
26955,2020,48,9,1,13.7,18.4,25.2,49.0
26956,2020,48,10,1,18.1,22.2,29.6,50.0
26957,2020,48,11,1,19.1,23.0,30.4,51.0
26958,2020,48,12,1,21.4,23.8,28.6,65.0
26959,2020,48,13,1,21.3,23.2,27.0,71.0
26960,2020,48,14,1,15.3,19.4,25.8,52.0
26961,2020,48,15,1,14.0,18.4,24.8,51.0
26962,2020,48,16,1,13.0,17.0,22.4,55.0
26963,2020,48,18,1,13.1,18.6,26.4,44.0
26964,2020,48,19,1,15.3,20.0,27.4,47.0
26965,2020,48,20,1,17.6,21.6,28.6,51.0
26966,2020,48,21,1,18.7,22.0,28.0,57.0
26967,2020,48,22,1,17.8,21.8,28.8,51.0
26968,2020,48,23,1,18.1,22.2,29.6,50.0
26969,2020,48,24,1,17.3,22.0,30.2,46.0
26970,2020,48,25,1,15.6,21.0,29.8,42.0
26971,2020,48,26,1,16.0,21.4,30.4,42.0
26972,2020,48,27,1,19.0,22.0,27.4,60.0
26973,2020,48,28,1,18.0,21.6,28.0,54.0
26974,2020,48,29,1,11.5,17.0,24.2,45.0
26975,2020,48,30,1,12.7,18.0,25.4,48.0
26976,2020,48,31,1,14.7,19.2,26.0,50.0
26977,2020,60,1,1,16.5,18.4,21.4,74.0
26978,2020,60,2,1,19.9,21.2,23.6,80.0
26979,2020,60,3,1,15.7,18.6,23.0,64.0
26980,2020,60,4,1,15.7,18.0,21.4,70.0
26981,2020,60,5,1,17.6,20.0,24.0,67.0
26982,2020,60,6,1,19.7,22.0,26.2,68.0
26983,2020,60,7,1,21.4,23.0,26.2,75.0
26984,2020,60,8,1,17.9,20.4,24.6,66.0
26985,2020,60,9,1,12.6,17.2,23.4,51.0
26986,2020,60,10,1,18.1,20.4,24.4,68.0
26987,2020,60,11,1,19.9,22.0,26.0,69.0
26988,2020,60,12,1,22.2,23.6,26.4,78.0
26989,2020,60,13,1,21.2,22.6,25.4,78.0
26990,2020,60,14,1,12.0,17.0,23.6,48.0
26991,2020,60,15,1,13.0,17.0,22.4,55.0
26992,2020,60,16,1,11.7,15.4,20.0,59.0
26993,2020,60,18,1,15.7,18.8,23.6,62.0
26994,2020,60,19,1,16.1,19.2,24.0,61.0
26995,2020,60,20,1,20.3,21.8,24.6,77.0
26996,2020,60,21,1,15.6,19.0,24.2,59.0
26997,2020,60,22,1,17.1,20.6,26.4,57.0
26998,2020,60,24,1,17.5,21.2,27.6,54.0
26999,2020,60,25,1,18.9,21.6,26.4,63.0
27000,2020,60,26,1,18.7,21.0,25.0,68.0
27001,2020,60,27,1,19.2,21.0,24.2,74.0
27002,2020,60,28,1,19.0,20.8,24.0,74.0
27003,2020,60,29,1,11.6,16.0,21.6,53.0
27004,2020,60,30,1,13.1,17.2,22.8,54.0
27005,2020,60,31,1,14.7,19.2,26.0,50.0
27006,2020,72,1,1,17.1,18.4,20.4,82.0
27007,2020,72,2,1,17.3,18.8,21.2,78.0
27008,2020,72,3,1,16.5,18.2,20.8,76.0
27009,2020,72,4,1,15.3,17.0,19.4,77.0
27010,2020,72,5,1,15.5,18.2,22.2,66.0
27011,2020,72,6,1,20.5,21.6,23.6,83.0
27012,2020,72,7,1,20.5,21.8,24.2,80.0
27013,2020,72,8,1,15.7,18.8,23.6,61.0
27014,2020,72,9,1,15.2,17.4,20.6,71.0
27015,2020,72,10,1,18.3,20.2,23.4,73.0
27016,2020,72,11,1,19.7,21.2,24.0,77.0
27017,2020,72,12,1,23.0,23.8,25.4,84.0
27018,2020,72,13,1,21.0,21.8,23.4,86.0
27019,2020,72,14,1,11.7,16.6,23.0,49.0
27020,2020,72,15,1,14.5,17.0,20.6,68.0
27021,2020,72,16,1,9.7,13.4,17.6,60.0
27022,2020,72,17,1,12.0,14.4,17.4,70.0
27023,2020,72,18,1,16.3,18.0,20.6,76.0
27024,2020,72,19,1,18.0,19.4,21.8,79.0
27025,2020,72,20,1,17.4,19.2,22.2,74.0
27026,2020,72,21,1,16.6,18.4,21.2,75.0
27027,2020,72,22,1,18.1,20.0,23.2,73.0
27028,2020,72,23,1,19.0,21.0,24.6,71.0
27029,2020,72,24,1,18.5,20.6,24.2,71.0
27030,2020,72,25,1,19.4,21.0,23.8,77.0
27031,2020,72,26,1,20.2,21.4,23.6,81.0
27032,2020,72,27,1,17.8,19.2,22.0,77.0
27033,2020,72,28,1,16.9,19.4,23.4,67.0
27034,2020,72,29,1,12.5,15.0,18.2,69.0
27035,2020,72,30,1,14.2,16.4,19.4,72.0
27036,2020,72,31,1,15.0,17.6,21.4,67.0
27037,2020,84,1,1,13.2,14.8,16.8,80.0
27038,2020,84,2,1,16.5,17.6,19.2,85.0
27039,2020,84,4,1,15.2,17.0,19.6,76.0
27040,2020,84,5,1,16.0,17.2,19.0,83.0
27041,2020,84,6,1,16.0,18.4,22.0,69.0
27042,2020,84,7,1,20.3,21.0,22.2,89.0
27043,2020,84,8,1,20.3,21.4,23.4,83.0
27044,2020,84,9,1,15.2,17.0,19.6,76.0
27045,2020,84,10,1,13.4,16.6,21.0,62.0
27046,2020,84,11,1,17.6,19.4,22.4,74.0
27047,2020,84,12,1,19.3,20.4,22.4,83.0
27048,2020,84,13,1,22.1,23.0,24.8,85.0
27049,2020,84,14,1,20.4,20.8,21.6,93.0
27050,2020,84,15,1,13.8,16.0,19.0,72.0
27051,2020,84,16,1,14.1,15.6,17.6,80.0
27052,2020,84,17,1,9.3,11.6,14.0,73.0
27053,2020,84,18,1,12.2,13.8,15.8,79.0
27054,2020,84,19,1,15.8,17.0,18.8,83.0
27055,2020,84,20,1,18.5,19.2,20.4,89.0
27056,2020,84,21,1,17.8,19.0,21.0,82.0
27057,2020,84,22,1,17.4,18.4,20.0,85.0
27058,2020,84,23,1,17.6,19.2,21.8,77.0
27059,2020,84,24,1,19.1,20.2,22.2,82.0
27060,2020,84,25,1,19.5,20.6,22.6,83.0
27061,2020,84,26,1,19.7,20.6,22.2,86.0
27062,2020,84,27,1,20.6,21.2,22.4,89.0
27063,2020,84,28,1,18.1,19.2,21.0,83.0
27064,2020,84,29,1,17.0,19.0,22.2,72.0
27065,2020,84,30,1,13.0,14.6,16.6,80.0
27066,2020,84,31,1,12.4,14.6,17.4,72.0
27067,2020,0,1,2,13.0,14.6,16.6,80.0
27068,2020,0,2,2,16.7,19.0,20.9,83.0
27069,2020,0,3,2,18.1,18.8,20.0,89.0
27070,2020,0,4,2,18.6,19.2,20.2,90.0
27071,2020,0,6,2,16.0,17.6,20.0,78.0
27072,2020,0,7,2,10.9,13.0,15.4,75.0
27073,2020,0,8,2,15.6,16.6,18.0,86.0
27074,2020,0,9,2,13.7,17.4,22.6,57.0
27075,2020,0,10,2,12.7,17.4,23.8,50.0
27076,2020,0,11,2,17.9,20.4,24.8,65.0
27077,2020,0,12,2,18.5,20.8,24.8,68.0
27078,2020,0,13,2,19.0,20.4,22.8,79.0
27079,2020,0,14,2,15.8,18.8,23.4,62.0
27080,2020,0,15,2,14.2,17.2,21.4,63.0
27081,2020,0,16,2,15.0,18.0,22.4,63.0
27082,2020,0,17,2,18.0,19.5,21.9,79.0
27083,2020,0,18,2,18.0,20.0,23.4,72.0
27084,2020,0,19,2,18.7,20.0,22.2,81.0
27085,2020,0,21,2,19.0,20.0,21.8,84.0
27086,2020,0,22,2,16.2,17.8,20.2,78.0
27087,2020,0,24,2,15.6,17.6,20.6,73.0
27088,2020,0,25,2,11.9,16.2,21.8,53.0
27089,2020,0,27,2,8.9,15.0,22.0,43.0
27090,2020,0,28,2,12.9,15.4,18.6,70.0
27091,2020,0,29,2,16.2,18.2,21.2,73.0
27092,2020,12,1,2,14.6,15.8,17.4,84.0
27093,2020,12,2,2,15.0,17.2,20.4,71.0
27094,2020,12,3,2,19.1,19.6,20.4,92.0
27095,2020,12,4,2,18.0,18.6,19.6,90.0
27096,2020,12,5,2,13.5,15.0,17.0,80.0
27097,2020,12,6,2,15.2,17.4,20.6,71.0
27098,2020,12,8,2,15.6,16.8,18.6,83.0
27099,2020,12,9,2,13.5,17.4,22.8,56.0
27100,2020,12,10,2,15.1,18.8,24.4,56.0
27101,2020,12,11,2,19.1,21.0,24.4,72.0
27102,2020,12,12,2,17.7,21.0,26.6,58.0
27103,2020,12,13,2,19.2,21.6,26.0,66.0
27104,2020,12,14,2,16.7,19.0,22.6,69.0
27105,2020,12,15,2,14.8,17.6,21.6,65.0
27106,2020,12,16,2,15.4,17.8,21.4,69.0
27107,2020,12,17,2,18.4,19.8,22.2,79.0
27108,2020,12,18,2,18.0,20.6,25.0,65.0
27109,2020,12,19,2,18.2,19.6,22.0,79.0
27110,2020,12,20,2,18.3,19.6,21.8,80.0
27111,2020,12,21,2,19.7,21.0,23.4,80.0
27112,2020,12,22,2,15.0,17.6,21.4,67.0
27113,2020,12,23,2,17.1,19.0,22.0,74.0
27114,2020,12,24,2,16.1,18.2,21.4,72.0
27115,2020,12,25,2,12.0,15.6,20.2,59.0
27116,2020,12,27,2,11.3,16.2,22.4,49.0
27117,2020,12,28,2,14.3,16.6,19.8,71.0
27118,2020,12,29,2,15.7,18.2,22.0,67.0
27119,2020,24,1,2,12.7,19.0,28.0,39.0
27120,2020,24,2,2,14.2,20.4,30.0,38.0
27121,2020,24,3,2,19.5,22.6,28.4,59.0
27122,2020,24,4,2,15.7,20.4,28.0,47.0
27123,2020,24,5,2,10.0,18.2,28.8,31.0
27124,2020,24,6,2,12.1,18.6,27.6,38.0
27125,2020,24,7,2,9.8,17.0,26.0,36.0
27126,2020,24,8,2,14.0,19.4,27.4,44.0
27127,2020,24,9,2,12.5,19.6,29.8,35.0
27128,2020,24,10,2,17.8,22.6,31.2,45.0
27129,2020,24,11,2,18.2,22.6,30.6,48.0
27130,2020,24,12,2,18.6,23.0,31.2,47.0
27131,2020,24,13,2,18.7,23.0,31.0,48.0
27132,2020,24,14,2,12.5,20.8,33.2,28.0
27133,2020,24,15,2,12.9,20.4,31.6,32.0
27134,2020,24,16,2,13.2,20.4,31.2,33.0
27135,2020,24,17,2,15.7,22.6,34.4,33.0
27136,2020,24,18,2,13.8,22.0,35.0,28.0
27137,2020,24,19,2,14.6,21.6,32.8,34.0
27138,2020,24,20,2,13.8,21.0,32.2,33.0
27139,2020,24,21,2,12.8,21.0,33.4,29.0
27140,2020,24,22,2,15.2,21.6,32.0,39.0
27141,2020,24,23,2,17.2,22.8,32.8,39.0
27142,2020,24,24,2,18.1,22.6,30.8,47.0
27143,2020,24,25,2,7.9,18.8,32.4,22.0
27144,2020,24,26,2,8.2,19.2,33.2,21.0
27145,2020,24,27,2,9.1,19.6,33.4,22.0
